soc_code,occupation_title,aioe_occupation_title,ai_exposure,job_zone,cognitive_skill_level,finance_knowledge_level,routine_knowledge_level,analytical_activity_level,routine_activity_level,median_annual_wage_2024,projected_growth_pct_2024_2034,source_url,focus_occupation_title,group_label,median_wage_z,growth_z,ai_exposure_z,job_zone_z,cognitive_skill_level_z,finance_knowledge_level_z,routine_knowledge_level_z,analytical_activity_level_z,routine_activity_level_z,ai_enhancement_score,ai_enhancement_rank,focus_rank
13-2052,Personal Financial Advisors,Personal Financial Advisors,1.400749,4.0,3.9166666666666665,4.54,3.94,5.64,4.885,102140.0,10.0,https://www.bls.gov/ooh/business-and-financial/personal-financial-advisors.htm,Personal Financial Advisors,analytical,1.2485567459243305,1.5781674968840742,0.5377006709108433,0.36765274884738697,0.8515162413603536,0.8164977722462128,-0.06366019966667473,1.21142732145018,1.0439400489503896,0.8223036535311059,3,1
13-2051,Financial and Investment Analysts,Financial Analysts,1.380615,4.0,,,,,,101350.0,6.0,https://www.bls.gov/ooh/business-and-financial/financial-analysts.htm,Financial and Investment Analysts,analytical,1.1793870524264187,0.7779698928301774,0.4881842201640322,0.36765274884738697,,,,,,0.6891939617878788,5,2
13-2011,Accountants and Auditors,Accountants and Auditors,1.481956,4.0,3.8533333333333335,5.38,4.295,5.21,4.91,81680.0,5.0,https://www.bls.gov/ooh/business-and-financial/accountants-and-auditors.htm,Accountants and Auditors,analytical,-0.542850759097535,0.5779204918167032,0.7374166943436572,0.36765274884738697,0.6277044905986507,1.7919791537349865,0.6111202383219555,0.7017462760282382,1.0863657291039188,0.49857495116816636,7,3
13-2031,Budget Analysts,Budget Analysts,1.502988,4.0,3.855,4.8149999999999995,4.1850000000000005,4.77,4.405,87930.0,1.0,https://www.bls.gov/ooh/business-and-financial/budget-analysts.htm,Budget Analysts,analytical,0.004377828702399476,-0.22227711223719354,0.7891416368343159,0.36765274884738697,0.6335942735134318,1.1358517959478942,0.40203334204378943,0.1802121830383434,0.2293669900026428,0.423340177799436,12,4
13-2041,Credit Analysts,Credit Analysts,1.345268,4.0,3.811666666666667,4.975,3.5500000000000003,5.6,4.3,80970.0,-4.0,https://www.onetonline.org/link/summary/13-2041.00,Credit Analysts,analytical,-0.6050159266716075,-1.2225241173045645,0.4012537550529005,0.36765274884738697,0.4804599177291092,1.3216577733743273,-0.8049682864710848,1.1640151311783715,0.05117913335782227,0.26355491985923407,13,5
13-2072,Loan Officers,Loan Officers,1.385739,4.0,3.686666666666667,4.1850000000000005,3.62,4.7,4.359999999999999,74180.0,2.0,https://www.bls.gov/ooh/business-and-financial/loan-officers.htm,Loan Officers,routine,-1.1995250644574564,-0.022227711223719363,0.5007859035665685,0.36765274884738697,0.038726199120482835,0.4042407598313148,-0.6719129888395242,0.09724085006267912,0.15300076572629007,0.048740116420693126,16,6
13-2053,Insurance Underwriters,Insurance Underwriters,1.326652,4.0,3.5216666666666665,3.35,3.195,4.77,4.25,79880.0,-3.0,https://www.bls.gov/ooh/business-and-financial/insurance-underwriters.htm,Insurance Underwriters,routine,-0.7004525923839161,-1.0224747162910903,0.3554705899042649,0.36765274884738697,-0.5443623094429056,-0.5654341848628837,-1.4797487244597158,0.1802121830383434,-0.03367222694923447,-0.16402346093955766,19,7
13-1031,"Claims Adjusters, Examiners, and Investigators","Claims Adjusters, Examiners, and Investigators",1.274024,4.0,3.8349999999999995,3.5300000000000002,4.24,4.51,4.4399999999999995,76790.0,-5.0,https://www.bls.gov/ooh/business-and-financial/claims-adjusters-appraisers-examiners-and-investigators.htm,"Claims Adjusters, Examiners, and Investigators",routine,-0.9710024061922037,-1.4225735183180386,0.22604018512115379,0.36765274884738697,0.56291687853605,-0.35640246025814615,0.5065767901828725,-0.12796705372841208,0.2887629422175815,-0.17851530452386694,20,8
13-2054,Financial Risk Specialists,,,4.0,,,,,,106000.0,7.0,https://www.onetonline.org/link/localtrends/13-2054.00,Financial Risk Specialists,analytical,1.58652512174957,0.9780192938436517,,0.36765274884738697,,,,,,,,9
